category,resource,absolute_file,line,target_function,arg_index,operation,cvisualizer_expressions,cvisualizer_values,cvisualizer_syntax_values,cvisualizer_statuses,legacy_raw_expressions,legacy_values,legacy_statuses,legacy_llm_backwalk,legacy_provenance,row_id
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,578,mpf_mfs_open_H,2,READ,iFnoInd,3946; 3983,3946; 3983,"{""EXACT"": 2}",,,{},False,,715
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,586,mpf_mfs_readrecn,1,READREC,&fcb_AdvInd,3946; 3983,3946; 3983,"{""EXACT"": 2}",,,{},False,,716
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,603,mpf_mfs_open_H,2,READ,DynReCtlStaFNO,3919,3919,"{""EXACT"": 1}",,,{},False,,717
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,611,mpf_mfs_readrecn,1,READREC,&fcb_ReEne,3919,3919,"{""EXACT"": 1}",,,{},False,,718
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,677,mpf_mfs_writerecn,1,WRITEREC,&fcb_AdvCmn,3913,3913,"{""EXACT"": 1}",,,{},False,,719
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,690,mpf_mfs_writerecn,1,WRITEREC,&fcb_AdvCmn,1037,1037,"{""EXACT"": 1}",,,{},False,,720
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,696,mpf_mfs_open_H,2,WRITE,iFnoInd,3946; 3983,3946; 3983,"{""EXACT"": 2}",,,{},False,,721
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,705,mpf_mfs_writerecn,1,WRITEREC,&fcb_AdvInd,3946; 3983,3946; 3983,"{""EXACT"": 2}",,,{},False,,722
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,719,mpf_mfs_readrecm,1,READREC,&fcb_AdvLog,3984,3984,"{""EXACT"": 1}",,,{},False,,723
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,764,mpf_mfs_writerecm,1,WRITEREC,&fcb_AdvLog,3984,3984,"{""EXACT"": 1}",,,{},False,,724
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,850,mpf_mfs_readrecn,1,READREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",,,{},False,,725
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,865,mpf_mfs_readrecn,1,READREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",,,{},False,,726
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,920,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",,,{},False,,727
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,936,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",,,{},False,,728
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1001,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",,,{},False,,729
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1022,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",,,{},False,,730
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1081,mpf_mfs_readrecm,1,READREC,&fcb,3916,3916,"{""EXACT"": 1}",,,{},False,,731
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1086,mpf_mfs_open_H,2,READ,DynReGrpSetFNO,3917,3917,"{""EXACT"": 1}",,,{},False,,732
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1092,mpf_mfs_readrecn,1,READREC,&fcb,3917,3917,"{""EXACT"": 1}",,,{},False,,733
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1207,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",,,{},False,,734
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1223,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",,,{},False,,735
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1412,mpf_mfs_readrecn,1,READREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:46658 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:46874 mpf_mfs_readrecn handle 1,736
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1487,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:49448 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:49748 mpf_mfs_writerecn handle 1,737
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1503,mpf_mfs_readrecn,1,READREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:49999 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:50215 mpf_mfs_readrecn handle 1,738
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1539,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:51116 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:51416 mpf_mfs_writerecn handle 1,739
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1644,mpf_mfs_readrecn,1,READREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54077 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:54294 mpf_mfs_readrecn handle 1,740
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1648,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,3913,3913,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54077 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:54459 mpf_mfs_writerecn handle 1,741
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1663,mpf_mfs_readrecn,1,READREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54692 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:54909 mpf_mfs_readrecn handle 1,742
equal,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1667,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1037,1037,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54692 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:55070 mpf_mfs_writerecn handle 1,743
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,128,mpf_mfs_readrecm,1,READREC,&fcb,3916,3916,"{""EXACT"": 1}",&fcb; DynReGrpIdxFNO,3916,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:4923 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:5109 mpf_mfs_readrecm handle 1,805
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,132,mpf_mfs_open_H,2,READ,DynReGrpSetFNO,3917,3917,"{""EXACT"": 1}",DynReGrpSetFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:5221 mpf_mfs_open_H arg 2,806
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,138,mpf_mfs_readrecn,1,READREC,&fcb,3917,3917,"{""EXACT"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:5221 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:5407 mpf_mfs_readrecn handle 1,807
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,148,mpf_mfs_readrecn,1,READREC,&fcb,4013,4013,"{""EXACT"": 1}",&fcb; DynReKoTeiHtSetFNO,4013,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:5564 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:5754 mpf_mfs_readrecn handle 1,808
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,177,mpf_mfs_open_H,2,READ,DynREGetSchfno(nFnoidx),,,"{""EXTERNAL"": 1}",DynREGetSchfno(nFnoidx),,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:6738 mpf_mfs_open_H arg 2,809
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,187,mpf_mfs_readrecn,1,READREC,&fcbSch,,,"{""EXTERNAL"": 1}",&fcbSch,,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:6738 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:6967 mpf_mfs_readrecn handle 1,810
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,199,mpf_mfs_readrecn,1,READREC,&fcb,3985,3985,"{""EXACT"": 1}",&fcb; DynAdvCtlKanIndFNO,3985,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:7191 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:7403 mpf_mfs_readrecn handle 1,811
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,209,mpf_mfs_readrecm,1,READREC,&fcb,3986,3986,"{""EXACT"": 1}",&fcb; DynReCtlMntStaFNO,3986,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:7593 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:7792 mpf_mfs_readrecm handle 1,812
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,218,mpf_mfs_readrecn,1,READREC,&fcb,3987,3987,"{""EXACT"": 1}",&fcb; DynReCtlMntSetFNO,3987,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:7929 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:8148 mpf_mfs_readrecn handle 1,813
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,228,mpf_mfs_readrecm,1,READREC,&fcb,3989,3989,"{""EXACT"": 1}",&fcb; DynReKoteMntStaFNO,3989,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:8335 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:8536 mpf_mfs_readrecm handle 1,814
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,235,mpf_mfs_readrecn,1,READREC,&fcb,3990,3990,"{""EXACT"": 1}",&fcb; DynReKoteMntSetFNO,3990,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:8620 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:8821 mpf_mfs_readrecn handle 1,815
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,307,mpf_mfs_open_H,2,READ,DynREGetSchKKfno(nFnoidxKK),,,"{""EXTERNAL"": 1}",DynREGetSchKKfno(nFnoidxKK),,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:10895 mpf_mfs_open_H arg 2,816
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,313,mpf_mfs_readrecn,1,READREC,&fcbSch,,,"{""EXTERNAL"": 1}",&fcbSch,,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:10895 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:11115 mpf_mfs_readrecn handle 1,817
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,315,mpf_mfs_open_H,2,READ,DynREGetSchKKLCfno(nFnoidxKK),,,"{""EXTERNAL"": 1}",DynREGetSchKKLCfno(nFnoidxKK),,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:11232 mpf_mfs_open_H arg 2,818
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvRequest.c,321,mpf_mfs_readrecn,1,READREC,&fcbSch,,,"{""EXTERNAL"": 1}",&fcbSch,,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvRequest.c:11232 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvRequest.c:11459 mpf_mfs_readrecn handle 1,819
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,70,mpf_mfs_open_H,2,READ,DynAdvCtlStaIndFNO,3946,3946,"{""EXACT"": 1}",DynAdvCtlStaIndFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:2778 mpf_mfs_open_H arg 2,820
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,79,mpf_mfs_readrecn,1,READREC,&fcbAdvInd,3946,3946,"{""EXACT"": 1}",&fcbAdvInd,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:2778 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:3001 mpf_mfs_readrecn handle 1,821
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,293,mpf_mfs_open_H,2,READ,,,,{},DynAdvCtlStaIndFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:9432 mpf_mfs_open_H arg 2,822
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,293,mpf_mfs_open_H,2,WRITE,DynAdvCtlStaIndFNO,3946,3946,"{""EXACT"": 1}",,,{},False,,823
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,302,mpf_mfs_writerecn,1,WRITEREC,&fcbAdvInd,3946,3946,"{""EXACT"": 1}",&fcbAdvInd,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:9432 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:9658 mpf_mfs_writerecn handle 1,824
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,370,mpf_mfs_open_H,2,READ,DynAdvCtlStaIndFNO,3946,3946,"{""EXACT"": 1}",DynAdvCtlStaIndFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:11725 mpf_mfs_open_H arg 2,825
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,379,mpf_mfs_readrecn,1,READREC,&fcbAdvInd,3946,3946,"{""EXACT"": 1}",&fcbAdvInd,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:11725 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:11953 mpf_mfs_readrecn handle 1,826
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,486,mpf_mfs_open_H,2,READ,DynAdvCtlStaIndFNO,3946,3946,"{""EXACT"": 1}",DynAdvCtlStaIndFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:15092 mpf_mfs_open_H arg 2,827
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,495,mpf_mfs_readrecn,1,READREC,&fcbAdvInd,3946,3946,"{""EXACT"": 1}",&fcbAdvInd,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:15092 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:15320 mpf_mfs_readrecn handle 1,828
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,594,mpf_mfs_open_H,2,READ,DynAdvCtlStaIndFNO,3946,3946,"{""EXACT"": 1}",DynAdvCtlStaIndFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:18508 mpf_mfs_open_H arg 2,829
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,603,mpf_mfs_readrecn,1,READREC,&fcbAdvInd,3946,3946,"{""EXACT"": 1}",&fcbAdvInd,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:18508 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:18731 mpf_mfs_readrecn handle 1,830
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,658,mpf_mfs_open_H,2,READ,,,,{},DynAdvCtlStaIndFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:20774 mpf_mfs_open_H arg 2,831
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,658,mpf_mfs_open_H,2,WRITE,DynAdvCtlStaIndFNO,3946,3946,"{""EXACT"": 1}",,,{},False,,832
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,670,mpf_mfs_writerecn,1,WRITEREC,&fcbAdvInd,3946,3946,"{""EXACT"": 1}",&fcbAdvInd,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:20774 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:21093 mpf_mfs_writerecn handle 1,833
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,708,mpf_mfs_open_H,2,READ,DynReCtlStaFNO,3919,3919,"{""EXACT"": 1}",DynReCtlStaFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:22587 mpf_mfs_open_H arg 2,834
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,717,mpf_mfs_readrecn,1,READREC,&fcb_ReEne,3919,3919,"{""EXACT"": 1}",&fcb_ReEne,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:22587 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:22800 mpf_mfs_readrecn handle 1,835
equal,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,923,mpf_mfs_readrecn,1,READREC,&fcbAdv,1037,1037,"{""EXACT"": 1}",&fcbAdv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:28818 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:29041 mpf_mfs_readrecn handle 1,836
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,936,mpf_mfs_open_H,2,READ,DynReGrpSetFNO,3917,3917,"{""EXACT"": 1}",DynReGrpSetFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:29382 mpf_mfs_open_H arg 2,837
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c,945,mpf_mfs_readrecn,1,READREC,&fcbGrp,3917,3917,"{""EXACT"": 1}",&fcbGrp,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:29382 mpf_mfs_open_H arg 2 > t-dyn/src/dyn401d/dyn401dAdvScheCtrl.c:29609 mpf_mfs_readrecn handle 1,838
