category,resource,absolute_file,line,target_function,arg_index,operation,cvisualizer_expressions,cvisualizer_values,cvisualizer_syntax_values,cvisualizer_statuses,legacy_raw_expressions,legacy_values,legacy_statuses,legacy_llm_backwalk,legacy_provenance,row_id
both_unresolved,forkproc,/home/chukyu/t-dif/src/dif400d/dif400Deque.c,95,pmf_forkprocdup_H,1,FORKPROC,(char *)dupname,,,"{""EXTERNAL"": 1}",(char *)dupname,,"{""UNRESOLVED"": 1}",True,t-dif/src/dif400d/dif400Deque.c:4303 pmf_forkprocdup_H arg 1,0
both_unresolved,forkproc,/home/chukyu/t-dif/src/libdif/difSVRep.c,198,pmf_forkprocbs_H,1,FORKPROC,cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,1
both_unresolved,forkproc,/home/chukyu/t-dif/src/libdifP/difOpRep.c,93,pmf_forkproc_H,1,FORKPROC,P_NAME,,,"{""UNREACHABLE"": 1}",,,{},False,,2
both_unresolved,forkproc,/home/chukyu/t-dif/tool/diftest/diftest101.c,57,pmf_forkproc_H,1,FORKPROC,proc,,,"{""EXTERNAL"": 1}",,,{},False,,3
both_unresolved,forkproc,/home/chukyu/t-dif/tool/diftest/diftest900.c,45,pmf_forkproc_H,1,FORKPROC,proc,,,"{""EXTERNAL"": 1}",,,{},False,,4
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,169,pmf_forkprocbs_H,1,FORKPROC,mcs_a.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,49
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,183,pmf_forkprocbs_H,1,FORKPROC,mcs_b.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,50
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,267,pmf_forkprocbs_H,1,FORKPROC,mcs_b.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,51
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,294,pmf_forkprocbs_H,1,FORKPROC,mcs_a.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,52
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,314,pmf_forkprocbs_H,1,FORKPROC,kds_b.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,53
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,334,pmf_forkprocbs_H,1,FORKPROC,kds_a.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,54
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,352,pmf_forkprocbs_H,1,FORKPROC,dms.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,55
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,379,pmf_forkprocbs_H,1,FORKPROC,dms.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,56
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,394,pmf_forkprocbs_H,1,FORKPROC,tmcs.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,57
both_unresolved,forkproc,/home/chukyu/t-tmm/src/libtmm/TmmInput.c,455,pmf_forkprocbs_H,1,FORKPROC,mcs_a.cpuname,,,"{""UNREACHABLE"": 1}",,,{},False,,58
