category,resource,absolute_file,line,target_function,arg_index,operation,cvisualizer_expressions,cvisualizer_values,cvisualizer_syntax_values,cvisualizer_statuses,legacy_raw_expressions,legacy_values,legacy_statuses,legacy_llm_backwalk,legacy_provenance,row_id
equal,mfs_file,/home/chukyu/t-cha/src/cha001/cha001Main.c,384,mpf_mfs_writerecm,1,WRITEREC,&recman_fcb,2839,2839,"{""EXACT"": 1}",&recman_fcb; ChaRecManageNo,2839,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha001/cha001Main.c:12887 mpf_mfs_openm_H arg 2 > t-cha/src/cha001/cha001Main.c:13054 mpf_mfs_writerecm handle 1,74
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha001/cha001ModeInit.c,102,mpf_mfs_copyrec,2,COPYREC_FROM,iOpenFileNo,,,"{""EXTERNAL"": 1}",iOpenFileNo,,"{""UNRESOLVED"": 1}",True,t-cha/src/cha001/cha001ModeInit.c:4170 mpf_mfs_copyrec arg 2,75
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha001/cha001ModeInit.c,118,mpf_mfs_copyrec,2,COPYREC_FROM,iOpenFileNo,,,"{""EXTERNAL"": 1}",iOpenFileNo,,"{""UNRESOLVED"": 1}",True,t-cha/src/cha001/cha001ModeInit.c:5003 mpf_mfs_copyrec arg 2,76
equal,mfs_file,/home/chukyu/t-cha/src/cha001/cha001Update.c,227,mpf_mfs_writerecm,1,WRITEREC,&holman_fcb,2819,2819,"{""EXACT"": 1}",&holman_fcb; ChaHoleManageNo,2819,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha001/cha001Update.c:7487 mpf_mfs_openm_H arg 2 > t-cha/src/cha001/cha001Update.c:8016 mpf_mfs_writerecm handle 1,77
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-cha/src/cha100d/cha100dMain.c,54,mpf_mfs_readrecm,1,READREC,&onlman_fcb,2802,2802,"{""EXACT"": 1}",,,{},False,,78
legacy_resolved_only,mfs_file,/home/chukyu/t-cha/src/cha100d/cha100dMain.c,229,mpf_mfs_readrecm,1,READREC,&onlman_fcb,,,"{""UNREACHABLE"": 1}",&onlman_fcb; ChaOnlineManageNo,2802,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha100d/cha100dMain.c:6732 mpf_mfs_openm_H arg 2 > t-cha/src/cha100d/cha100dMain.c:6910 mpf_mfs_readrecm handle 1,79
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dMain.c,197,mpf_mfs_readrecm,1,READREC,&recman_fcb,2839,2839,"{""EXACT"": 1}",&recman_fcb; ChaRecManageNo,2839,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dMain.c:6195 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dMain.c:6367 mpf_mfs_readrecm handle 1,80
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dMain.c,255,mpf_mfs_writerecm,1,WRITEREC,&onlman_fcb,2802,2802,"{""EXACT"": 1}",&onlman_fcb; ChaOnlineManageNo,2802,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dMain.c:8067 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dMain.c:8240 mpf_mfs_writerecm handle 1,81
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dMain.c,266,mpf_mfs_readrecm,1,READREC,&holman_fcb,2819,2819,"{""EXACT"": 1}",&holman_fcb; ChaHoleManageNo,2819,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dMain.c:8428 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dMain.c:8597 mpf_mfs_readrecm handle 1,82
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dMain.c,268,mpf_mfs_writerecm,1,WRITEREC,&holman_fcb,2819,2819,"{""EXACT"": 1}",&holman_fcb; ChaHoleManageNo,2819,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dMain.c:8428 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dMain.c:8695 mpf_mfs_writerecm handle 1,83
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dMain.c,282,mpf_mfs_writerecm,1,WRITEREC,&holman_fcb,2819,2819,"{""EXACT"": 1}",&holman_fcb; ChaHoleManageNo,2819,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dMain.c:8428 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dMain.c:9091 mpf_mfs_writerecm handle 1,84
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dSVSave.c,56,mpf_mfs_readrecm,1,READREC,&svdef_fcb,2853,2853,"{""EXACT"": 1}",&svdef_fcb; ChaRecSVDefNo,2853,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dSVSave.c:1755 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dSVSave.c:1912 mpf_mfs_readrecm handle 1,85
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dSVSave.c,65,mpf_mfs_readrecm,1,READREC,&svidx_fcb,2854,2854,"{""EXACT"": 1}",&svidx_fcb; ChaRecSVIdxNo,2854,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dSVSave.c:2044 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dSVSave.c:2201 mpf_mfs_readrecm handle 1,86
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dSVSave.c,133,mpf_mfs_open_H,2,READ,,,,{},iOpenFileNo,,"{""UNRESOLVED"": 1}",True,t-cha/src/cha101d/cha101dSVSave.c:4977 mpf_mfs_open_H arg 2,87
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dSVSave.c,133,mpf_mfs_open_H,2,WRITE,iOpenFileNo,,,"{""EXTERNAL"": 1}",,,{},False,,88
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dSVSave.c,224,mpf_mfs_writerecm,1,WRITEREC,&onlsv_fcb,,,"{""EXTERNAL"": 1}",&onlsv_fcb,,"{""UNRESOLVED"": 1}",True,t-cha/src/cha101d/cha101dSVSave.c:4977 mpf_mfs_open_H arg 2 > t-cha/src/cha101d/cha101dSVSave.c:8091 mpf_mfs_writerecm handle 1,89
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dSVSave.c,229,mpf_mfs_writerecm,1,WRITEREC,&worksv_fcb,2814,2814,"{""EXACT"": 1}",&worksv_fcb; ChaOnlWorkSVNo,2814,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dSVSave.c:5485 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dSVSave.c:8248 mpf_mfs_writerecm handle 1,90
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dTMSave.c,67,mpf_mfs_readrecm,1,READREC,&tmdef_fcb,2837,2837,"{""EXACT"": 1}",&tmdef_fcb; ChaRecTMDefNo,2837,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dTMSave.c:2854 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dTMSave.c:3011 mpf_mfs_readrecm handle 1,91
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dTMSave.c,76,mpf_mfs_readrecm,1,READREC,&tmidx_fcb,2838,2838,"{""EXACT"": 1}",&tmidx_fcb; ChaRecTMIdxNo,2838,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dTMSave.c:3143 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dTMSave.c:3300 mpf_mfs_readrecm handle 1,92
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dTMSave.c,321,mpf_mfs_open_H,2,READ,,,,{},iOpenFileNo,,"{""UNRESOLVED"": 1}",True,t-cha/src/cha101d/cha101dTMSave.c:12612 mpf_mfs_open_H arg 2,93
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dTMSave.c,321,mpf_mfs_open_H,2,WRITE,iOpenFileNo,,,"{""EXTERNAL"": 1}",,,{},False,,94
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dTMSave.c,350,mpf_mfs_writerecm,1,WRITEREC,&onltm_fcb,,,"{""EXTERNAL"": 1}",&onltm_fcb,,"{""UNRESOLVED"": 1}",True,t-cha/src/cha101d/cha101dTMSave.c:12612 mpf_mfs_open_H arg 2 > t-cha/src/cha101d/cha101dTMSave.c:13580 mpf_mfs_writerecm handle 1,95
equal,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dTMSave.c,365,mpf_mfs_writerecm,1,WRITEREC,&worktm_fcb,2820,2820,"{""EXACT"": 1}",&worktm_fcb; ChaOnlWorkTMNo,2820,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha101d/cha101dTMSave.c:13010 mpf_mfs_openm_H arg 2 > t-cha/src/cha101d/cha101dTMSave.c:14117 mpf_mfs_writerecm handle 1,96
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha101d/cha101dTMSave.c,383,mpf_mfs_writerecm,1,WRITEREC,&onltm_fcb,,,"{""EXTERNAL"": 1}",&onltm_fcb,,"{""UNRESOLVED"": 1}",True,t-cha/src/cha101d/cha101dTMSave.c:12612 mpf_mfs_open_H arg 2 > t-cha/src/cha101d/cha101dTMSave.c:14786 mpf_mfs_writerecm handle 1,97
equal,mfs_file,/home/chukyu/t-cha/src/cha120/cha120DayChg.c,55,mpf_mfs_readrecm,1,READREC,&recman_fcb,2839,2839,"{""EXACT"": 1}",&recman_fcb; ChaRecManageNo,2839,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha120/cha120DayChg.c:1670 mpf_mfs_openm_H arg 2 > t-cha/src/cha120/cha120DayChg.c:1837 mpf_mfs_readrecm handle 1,98
equal,mfs_file,/home/chukyu/t-cha/src/cha120/cha120DayChg.c,89,mpf_mfs_writerecm,1,WRITEREC,&recman_fcb,2839,2839,"{""EXACT"": 1}",&recman_fcb; ChaRecManageNo,2839,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha120/cha120DayChg.c:1670 mpf_mfs_openm_H arg 2 > t-cha/src/cha120/cha120DayChg.c:2919 mpf_mfs_writerecm handle 1,99
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dCom.c,82,mpf_mfs_getrecm,1,GETREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dCom.c:2513 mpf_mfs_getrecm handle 1,100
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dCom.c,112,mpf_mfs_getrecm,1,GETREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dCom.c:3498 mpf_mfs_getrecm handle 1,101
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dCom.c,551,mpf_mfs_getrecm,1,GETREC,&Tm_idx,2837,2837,"{""EXACT"": 1}",&Tm_idx; ChaRecTMDefNo,2837,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:18345 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dCom.c:18596 mpf_mfs_getrecm handle 1,102
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,95,mpf_mfs_readrecm,1,READREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:3784 mpf_mfs_readrecm handle 1,103
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,96,mpf_mfs_writerecm,1,WRITEREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:3835 mpf_mfs_writerecm handle 1,104
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,175,mpf_mfs_readrecm,1,READREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:6913 mpf_mfs_readrecm handle 1,105
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,176,mpf_mfs_writerecm,1,WRITEREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:6964 mpf_mfs_writerecm handle 1,106
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,286,mpf_mfs_readrecm,1,READREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:11113 mpf_mfs_readrecm handle 1,107
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,287,mpf_mfs_writerecm,1,WRITEREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:11164 mpf_mfs_writerecm handle 1,108
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,400,mpf_mfs_readrecm,1,READREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:15427 mpf_mfs_readrecm handle 1,109
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,401,mpf_mfs_writerecm,1,WRITEREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:15478 mpf_mfs_writerecm handle 1,110
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,402,mpf_mfs_readrecm,1,READREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:15533 mpf_mfs_readrecm handle 1,111
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,403,mpf_mfs_writerecm,1,WRITEREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:15584 mpf_mfs_writerecm handle 1,112
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,532,mpf_mfs_readrecm,1,READREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:20442 mpf_mfs_readrecm handle 1,113
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,533,mpf_mfs_writerecm,1,WRITEREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:20493 mpf_mfs_writerecm handle 1,114
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,534,mpf_mfs_readrecm,1,READREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:20548 mpf_mfs_readrecm handle 1,115
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,535,mpf_mfs_writerecm,1,WRITEREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:20599 mpf_mfs_writerecm handle 1,116
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,666,mpf_mfs_readrecm,1,READREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:25771 mpf_mfs_readrecm handle 1,117
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,667,mpf_mfs_writerecm,1,WRITEREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:25822 mpf_mfs_writerecm handle 1,118
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,780,mpf_mfs_readrecm,1,READREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:30030 mpf_mfs_readrecm handle 1,119
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,781,mpf_mfs_writerecm,1,WRITEREC,&PictMan_idx,2823,2823,"{""EXACT"": 1}",&PictMan_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:2183 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:30081 mpf_mfs_writerecm handle 1,120
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,782,mpf_mfs_readrecm,1,READREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:30136 mpf_mfs_readrecm handle 1,121
equal,mfs_file,/home/chukyu/t-cha/src/cha200d/cha200dProc.c,783,mpf_mfs_writerecm,1,WRITEREC,&PictDat_idx,2824,2824,"{""EXACT"": 1}",&PictDat_idx; ChaPictDataNo,2824,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha200d/cha200dCom.c:3179 mpf_mfs_openm_H arg 2 > t-cha/src/cha200d/cha200dProc.c:30187 mpf_mfs_writerecm handle 1,122
equal,mfs_file,/home/chukyu/t-cha/src/cha301/cha301Proc.c,852,mpf_mfs_readrecm,1,READREC,&recman_fcb,2839,2839,"{""EXACT"": 1}",&recman_fcb; ChaRecManageNo,2839,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha301/cha301Proc.c:30991 mpf_mfs_openm_H arg 2 > t-cha/src/cha301/cha301Proc.c:31199 mpf_mfs_readrecm handle 1,123
equal,mfs_file,/home/chukyu/t-cha/src/cha400/cha400Main.c,262,mpf_mfs_readrecm,1,READREC,&Rec_idx,2823,2823,"{""EXACT"": 1}",&Rec_idx; ChaPictManageNo,2823,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha400/cha400Main.c:8874 mpf_mfs_openm_H arg 2 > t-cha/src/cha400/cha400Main.c:9054 mpf_mfs_readrecm handle 1,124
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha702/cha702Event.c,979,mpf_mfs_readrecm,1,READREC,&PictMan_idx,,,"{""UNREACHABLE"": 1}",,,{},False,,125
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha702/cha702Init.c,517,mpf_mfs_readrecm,1,READREC,&PictMan_idx,,,"{""UNREACHABLE"": 1}",,,{},False,,126
both_unresolved,mfs_file,/home/chukyu/t-cha/src/cha702/cha702Init.c,654,mpf_mfs_readrecm,1,READREC,&PictDat_idx,,,"{""UNREACHABLE"": 1}",,,{},False,,127
equal,mfs_file,/home/chukyu/t-cha/src/cha900/cha900FileAccs.c,49,mpf_mfs_readrecm,1,READREC,&tmidx_fcb,2838,2838,"{""EXACT"": 1}",&tmidx_fcb; ChaRecTMIdxNo,2838,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha900/cha900FileAccs.c:1244 mpf_mfs_openm_H arg 2 > t-cha/src/cha900/cha900FileAccs.c:1608 mpf_mfs_readrecm handle 1,128
equal,mfs_file,/home/chukyu/t-cha/src/cha900/cha900FileAccs.c,50,mpf_mfs_readrecm,1,READREC,&svidx_fcb,2854,2854,"{""EXACT"": 1}",&svidx_fcb; ChaRecSVIdxNo,2854,"{""ADDED"": 1, ""OK_MACRO"": 1}",False,t-cha/src/cha900/cha900FileAccs.c:1410 mpf_mfs_openm_H arg 2 > t-cha/src/cha900/cha900FileAccs.c:1658 mpf_mfs_readrecm handle 1,129
