category,resource,absolute_file,line,target_function,arg_index,operation,cvisualizer_expressions,cvisualizer_values,cvisualizer_syntax_values,cvisualizer_statuses,legacy_raw_expressions,legacy_values,legacy_statuses,legacy_llm_backwalk,legacy_provenance
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,222,mpf_mfs_open_H,2,OPEN_LOCK,DynREGetSchKKLCfno(nFnoidxKK),,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,222,mpf_mfs_open_H,2,READ,,,,{},DynREGetSchKKLCfno(nFnoidxKK),,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:8121 mpf_mfs_open_H arg 2
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,230,mpf_mfs_readrecn,1,READREC,&fcb,,,"{""EXTERNAL"": 1}",&fcb,,"{""UNRESOLVED"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:8121 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:8365 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,241,mpf_mfs_readrecm,1,READREC,&fcb,,,"{""UNREACHABLE"": 1}",&fcb; DynReGrpIdxFNO,3916,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:8519 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:8705 mpf_mfs_readrecm handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,245,mpf_mfs_open_H,2,OPEN_LOCK,DynReGrpSetFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,245,mpf_mfs_open_H,2,READ,,,,{},DynReGrpSetFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:8817 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,253,mpf_mfs_readrecn,1,READREC,&fcb,1023,,"{""EXACT"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:8817 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:9005 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,262,mpf_mfs_readrecm,1,READREC,&fcb,,,"{""UNREACHABLE"": 1}",&fcb; DynReCtlMntStaFNO,3986,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:9181 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:9401 mpf_mfs_readrecm handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,270,mpf_mfs_readrecn,1,READREC,&fcb,,,"{""EXTERNAL"": 1}",&fcb; DynReCtlMntSetFNO,3987,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:9482 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:9712 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,279,mpf_mfs_readrecm,1,READREC,&fcb,,,"{""UNREACHABLE"": 1}",&fcb; DynReKoteMntStaFNO,3989,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:9886 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:10108 mpf_mfs_readrecm handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,287,mpf_mfs_readrecn,1,READREC,&fcb,,,"{""EXTERNAL"": 1}",&fcb; DynReKoteMntSetFNO,3990,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:10190 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:10412 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dMsg.c,298,mpf_mfs_readrecn,1,READREC,&fcb,,,"{""EXTERNAL"": 1}",&fcb; DynReKoTeiHtSetFNO,4013,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dMsg.c:10566 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dMsg.c:10758 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,119,mpf_mfs_open_H,2,OPEN_LOCK,DynReITCInfFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,119,mpf_mfs_open_H,2,READ,,,,{},DynReITCInfFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:4675 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,127,mpf_mfs_readrecn,1,READREC,&fcb,1027,,"{""EXACT"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:4675 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dReEneCtl.c:4907 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,149,mpf_mfs_readrecm,1,READREC,&fcb,,,"{""UNREACHABLE"": 1}",&fcb; DynReTaikoSetFNO,3909,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:5340 mpf_mfs_openm_H arg 2 > t-dyn/src/dyn232d/dyn232dReEneCtl.c:5523 mpf_mfs_readrecm handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,163,mpf_mfs_open_H,2,OPEN_LOCK,DynReCtlStaFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,163,mpf_mfs_open_H,2,READ,,,,{},DynReCtlStaFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:5929 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,171,mpf_mfs_readrecn,1,READREC,&fcb,1022,,"{""EXACT"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:5929 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dReEneCtl.c:6122 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,176,mpf_mfs_open_H,2,OPEN_LOCK,DynReKansiStaFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,176,mpf_mfs_open_H,2,READ,,,,{},DynReKansiStaFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:6360 mpf_mfs_open_H arg 2
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,185,mpf_mfs_readrecn,1,READREC,&fcb_Kansi,,,"{""EXTERNAL"": 1}",&fcb_Kansi,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:6360 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dReEneCtl.c:6592 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,565,mpf_mfs_open_H,2,OPEN_LOCK,DynReOutKanSetFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,565,mpf_mfs_open_H,2,READ,,,,{},DynReOutKanSetFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:21919 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,568,mpf_mfs_readrecn,1,READREC,&fcb_KanSet,1031,,"{""EXACT"": 1}",&fcb_KanSet,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:21919 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dReEneCtl.c:22048 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,579,mpf_mfs_open_H,2,OPEN_LOCK,DynRePfmCtlFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,579,mpf_mfs_open_H,2,READ,,,,{},DynRePfmCtlFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:22566 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,582,mpf_mfs_readrecn,1,READREC,&fcb_Pfm,1031,,"{""EXACT"": 1}",&fcb_Pfm,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:22566 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dReEneCtl.c:22690 mpf_mfs_readrecn handle 1
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,617,mpf_mfs_writerecn,1,WRITEREC,&fcb_Pfm,1031,,"{""EXACT"": 1}",&fcb_Pfm,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:22566 mpf_mfs_open_H arg 2 > t-dyn/src/dyn232d/dyn232dReEneCtl.c:24269 mpf_mfs_writerecn handle 1
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,628,mpf_mfs_writerecn,1,WRITEREC,&fcb,1022; 1027; 1031; 3911,,"{""EXACT"": 5, ""EXTERNAL"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:24565 mpf_mfs_writerecn handle 1
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn232d/dyn232dReEneCtl.c,631,mpf_mfs_writerecn,1,WRITEREC,&fcb_Kansi,1022; 1027; 1031; 3911,,"{""EXACT"": 5, ""EXTERNAL"": 1}",&fcb_Kansi,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn232d/dyn232dReEneCtl.c:24703 mpf_mfs_writerecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,195,mpf_mfs_open_H,2,OPEN_LOCK,DynReCtlStaFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,195,mpf_mfs_open_H,2,READ,,,,{},DynReCtlStaFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:6113 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,204,mpf_mfs_readrecn,1,READREC,&fcb_ReEne,1022,,"{""EXACT"": 1}",&fcb_ReEne,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:6113 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:6324 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,208,mpf_mfs_open_H,2,OPEN_LOCK,iFnoInd,,,"{""UNREACHABLE"": 1}",,,{},False,
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,208,mpf_mfs_open_H,2,READ,,,,{},DynAdvCtlStaITkFNO; iFnoInd,3914,"{""ADDED"": 1, ""OK_CONST"": 2}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:6486 mpf_mfs_open_H arg 2
disjoint,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,216,mpf_mfs_readrecn,1,READREC,&fcb_AdvInd,0,0,"{""EXACT"": 1, ""EXTERNAL"": 1, ""UNRESOLVED"": 1}",&fcb_AdvInd; DynAdvCtlStaITkFNO,3914,"{""ADDED"": 1, ""OK_CONST"": 2}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:6486 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:6677 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,407,mpf_mfs_open_H,2,OPEN_LOCK,iFnoInd,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,415,mpf_mfs_readrecn,1,READREC,&fcb_AdvInd,,,"{""EXTERNAL"": 1, ""UNRESOLVED"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,446,mpf_mfs_open_H,2,OPEN_LOCK,iFnoInd,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,455,mpf_mfs_writerecn,1,WRITEREC,&fcb_AdvInd,,,"{""EXTERNAL"": 1, ""UNRESOLVED"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,559,mpf_mfs_readrecn,1,READREC,&fcb_AdvCmn,,,"{""UNRESOLVED"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,573,mpf_mfs_readrecn,1,READREC,&fcb_AdvCmn,1036,,"{""EXACT"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,578,mpf_mfs_open_H,2,OPEN_LOCK,iFnoInd,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,586,mpf_mfs_readrecn,1,READREC,&fcb_AdvInd,,,"{""EXTERNAL"": 1, ""UNRESOLVED"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,603,mpf_mfs_open_H,2,OPEN_LOCK,DynReCtlStaFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,611,mpf_mfs_readrecn,1,READREC,&fcb_ReEne,1022,,"{""EXACT"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,677,mpf_mfs_writerecn,1,WRITEREC,&fcb_AdvCmn,,,"{""EXTERNAL"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,690,mpf_mfs_writerecn,1,WRITEREC,&fcb_AdvCmn,1031,,"{""EXACT"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,696,mpf_mfs_open_H,2,OPEN_LOCK,iFnoInd,,,"{""UNREACHABLE"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,705,mpf_mfs_writerecn,1,WRITEREC,&fcb_AdvInd,3947,,"{""EXACT"": 1, ""UNRESOLVED"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,719,mpf_mfs_readrecm,1,READREC,&fcb_AdvLog,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,764,mpf_mfs_writerecm,1,WRITEREC,&fcb_AdvLog,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,850,mpf_mfs_readrecn,1,READREC,&fcb_Adv,,,"{""UNRESOLVED"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,865,mpf_mfs_readrecn,1,READREC,&fcb_Adv,1031,,"{""EXACT"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,920,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,3911,,"{""EXACT"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,936,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1031,,"{""EXACT"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1001,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1646,,"{""EXACT"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1022,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1031,,"{""EXACT"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1081,mpf_mfs_readrecm,1,READREC,&fcb,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1086,mpf_mfs_open_H,2,OPEN_LOCK,DynReGrpSetFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1092,mpf_mfs_readrecn,1,READREC,&fcb,1023,,"{""EXACT"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1207,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,,,"{""EXTERNAL"": 1}",,,{},False,
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1223,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1036,,"{""EXACT"": 1}",,,{},False,
disjoint,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1412,mpf_mfs_readrecn,1,READREC,&fcb_Adv,3911,,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:46658 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:46874 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1487,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,,,"{""EXTERNAL"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:49448 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:49748 mpf_mfs_writerecn handle 1
disjoint,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1503,mpf_mfs_readrecn,1,READREC,&fcb_Adv,1031,,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:49999 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:50215 mpf_mfs_readrecn handle 1
disjoint,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1539,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1031,,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:51116 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:51416 mpf_mfs_writerecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1644,mpf_mfs_readrecn,1,READREC,&fcb_Adv,,,"{""EXTERNAL"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54077 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:54294 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1648,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,,,"{""EXTERNAL"": 1}",&fcb_Adv; DynAdvCtlStaCTkFNO,3913,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54077 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:54459 mpf_mfs_writerecn handle 1
disjoint,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1663,mpf_mfs_readrecn,1,READREC,&fcb_Adv,1031,,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54692 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:54909 mpf_mfs_readrecn handle 1
disjoint,mfs_file,/home/chukyu/t-dyn/src/dyn234d/dyn234dAdvCtl.c,1667,mpf_mfs_writerecn,1,WRITEREC,&fcb_Adv,1031,,"{""EXACT"": 1}",&fcb_Adv; DynAdvCtlStaCmnFNO,1037,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn234d/dyn234dAdvCtl.c:54692 mpf_mfs_open_H arg 2 > t-dyn/src/dyn234d/dyn234dAdvCtl.c:55070 mpf_mfs_writerecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,91,mpf_mfs_open_H,2,OPEN_LOCK,DynReITCInfFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,91,mpf_mfs_open_H,2,READ,,,,{},DynReITCInfFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:3294 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,99,mpf_mfs_readrecn,1,READREC,&fcb,1027,,"{""EXACT"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:3294 mpf_mfs_open_H arg 2 > t-dyn/src/dyn235d/dyn235dReEneCtl.c:3526 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,118,mpf_mfs_open_H,2,OPEN_LOCK,DynReCtlStaFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,118,mpf_mfs_open_H,2,READ,,,,{},DynReCtlStaFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:4062 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,126,mpf_mfs_readrecn,1,READREC,&fcb,1022,,"{""EXACT"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:4062 mpf_mfs_open_H arg 2 > t-dyn/src/dyn235d/dyn235dReEneCtl.c:4255 mpf_mfs_readrecn handle 1
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,129,mpf_mfs_open_H,2,OPEN_LOCK,DynReKansiStaFNO,,,"{""UNREACHABLE"": 1}",,,{},False,
both_unresolved,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,129,mpf_mfs_open_H,2,READ,,,,{},DynReKansiStaFNO,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:4384 mpf_mfs_open_H arg 2
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,138,mpf_mfs_readrecn,1,READREC,&fcb_Kansi,1037,,"{""EXACT"": 1}",&fcb_Kansi,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:4384 mpf_mfs_open_H arg 2 > t-dyn/src/dyn235d/dyn235dReEneCtl.c:4616 mpf_mfs_readrecn handle 1
legacy_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,151,mpf_mfs_readrecn,1,READREC,&fcb_Alzn,,,"{""EXTERNAL"": 1}",&fcb_Alzn; DynReCtlStaAlznFNO,4012,"{""ALREADY_PRESENT"": 1, ""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:4764 mpf_mfs_open_H arg 2 > t-dyn/src/dyn235d/dyn235dReEneCtl.c:5034 mpf_mfs_readrecn handle 1
cvisualizer_resolved_only,mfs_file,/home/chukyu/t-dyn/src/dyn235d/dyn235dReEneCtl.c,299,mpf_mfs_writerecn,1,WRITEREC,&fcb,1022; 1027; 1037,,"{""EXACT"": 3, ""EXTERNAL"": 1}",&fcb,,"{""OK_CONST"": 1}",True,t-dyn/src/dyn235d/dyn235dReEneCtl.c:9780 mpf_mfs_writerecn handle 1
